PeakName	Sequence_Length
chr3-179558785-179559142	358
chr3-179561944-179564147	2204
chr3-179603325-179605699	2375
chr3-179606509-179606968	460
chr3-179608732-179609888	1157
chr3-179649384-179650086	703
chr3-179652092-179654593	2502
chr3-179695834-179696384	551
chr3-179697740-179698281	542
chr3-179726319-179726605	287
chr3-179744130-179744150	21
chr3-179852196-179852799	604
chr3-180601291-180603033	1743
chr3-180679227-180680198	972
chr3-180911738-180913766	2029
chr3-180988796-180990355	1560
chr3-181700428-181700849	422
chr3-181709741-181709871	131
chr3-181711548-181712058	511
chr3-182682140-182683964	1825
chr3-182692752-182693046	295
chr3-182710610-182711581	972
chr3-182713958-182714440	483
chr3-182729880-182729960	81
chr3-182788366-182789917	1552
chr3-182791996-182795988	3993
chr3-182802232-182803507	1276
chr3-182814432-182815125	694
chr3-182911529-182911541	13
chr3-182913784-182914624	841
chr3-182925451-182925893	443
chr3-182959757-182960175	419
chr3-182967490-182968303	814
chr3-182979189-182981992	2804
chr3-182993871-182994138	268
chr3-183018740-183018999	260
chr3-183044639-183044929	291
chr3-183097633-183097646	14
chr3-183098482-183100223	1742
chr3-183107825-183108303	479
chr3-183114499-183114885	387
chr3-183115804-183116726	923
chr3-183122301-183122751	451
chr3-183128044-183128387	344
chr3-183158380-183158849	470
chr3-183159406-183159607	202
chr3-183161438-183163309	1872
chr3-183178691-183180226	1536
chr3-183184582-183185014	433
chr3-183185562-183186154	593
chr3-183188877-183189423	547
chr3-183202115-183202758	644
chr3-183210302-183213051	2750
chr3-183218740-183219256	517
chr3-183224426-183225176	751
chr3-183233961-183234320	360
chr3-183243910-183245551	1642
chr3-183252900-183255536	2637
chr3-183259597-183260878	1282
chr3-183264993-183265534	542
chr3-183272765-183273189	425
chr3-183275202-183275945	744
chr3-183285339-183286634	1296
chr3-183287183-183287914	732
chr3-183295026-183295828	803
chr3-183298591-183299435	845
chr3-183303667-183304143	477
chr3-183306528-183307733	1206
chr3-183308716-183309124	409
chr3-183313144-183314213	1070
chr3-183318572-183319717	1146
chr3-183349178-183350848	1671
chr3-183369012-183369658	647
chr3-183370713-183371263	551
chr3-183375535-183376447	913
chr3-183377606-183377725	120
chr3-183380093-183382827	2735
chr3-183385813-183386460	648
chr3-183404481-183404534	54
chr3-183427488-183429351	1864
chr3-183430588-183430895	308
chr3-183435734-183436128	395
chr3-183439691-183439838	148
chr3-183440643-183440895	253
chr3-183447097-183448441	1345
chr3-183469091-183469944	854
chr3-183480293-183480751	459
chr3-183483803-183484024	222
chr3-183484529-183484835	307
chr3-183506811-183507378	568
chr3-183508882-183509148	267
chr3-183511848-183512170	323
chr3-183513002-183514317	1316
chr3-183515866-183518808	2943
chr3-183525690-183525868	179
chr3-183527058-183528253	1196
chr3-183529758-183530087	330
chr3-183536169-183538937	2769
chr3-183539710-183542522	2813
chr3-183544648-183545263	616
chr3-183551921-183556555	4635
chr3-183560536-183560988	453
chr3-183564039-183564605	567
chr3-183576687-183576699	13
chr3-183586224-183587814	1591
chr3-183591754-183592626	873
chr3-183634701-183638394	3694
chr3-183697117-183699780	2664
chr3-183766937-183767611	675
chr3-183776334-183776847	514
chr3-183779892-183780518	627
chr3-183783059-183783172	114
chr3-183783759-183785004	1246
chr3-183815063-183816320	1258
chr3-183824476-183826666	2191
chr3-183845902-183846093	192
chr3-183868549-183869284	736
chr3-183870614-183870961	348
chr3-183875455-183875821	367
chr3-183876592-183877210	619
chr3-183877864-183878790	927
chr3-183880133-183880534	402
chr3-183883066-183885632	2567
chr3-183895137-183895706	570
chr3-183931271-183931307	37
chr3-184005851-184007295	1445
chr3-184016935-184018629	1695
chr3-184022046-184022946	901
chr3-184030555-184031622	1068
chr3-184133944-184136639	2696
chr3-184145192-184145635	444
chr3-184154698-184157350	2653
chr3-184158497-184158798	302
chr3-184169943-184170473	531
chr3-184173998-184177824	3827
chr3-184178755-184178757	3
chr3-184183548-184188633	5086
chr3-184196485-184196531	47
chr3-184227328-184227928	601
chr3-184228723-184231322	2600
chr3-184241685-184242236	552
chr3-184248338-184250886	2549
chr3-184259554-184263015	3462
chr3-184284289-184285091	803
chr3-184289288-184289956	669
chr3-184298196-184300187	1992
chr3-184305544-184305987	444
chr3-184313567-184317928	4362
chr3-184319208-184320800	1593
chr3-184321627-184323537	1911
chr3-184325922-184325981	60
chr3-184327268-184328151	884
chr3-184332944-184339254	6311
chr3-184340581-184341163	583
chr3-184345106-184346094	989
chr3-184353120-184353122	3
chr3-184353703-184355230	1528
chr3-184357871-184358024	154
chr3-184359579-184364323	4745
chr3-184371465-184371982	518
chr3-184379397-184382210	2814
chr3-184407682-184408453	772
chr3-184417613-184418449	837
chr3-184423552-184423980	429
chr3-184436979-184437292	314
chr3-184466366-184467017	652
chr3-184469380-184469746	367
chr3-184472643-184473675	1033
chr3-184479786-184480179	394
chr3-184491326-184491360	35
chr3-184491927-184493747	1821
chr3-184497725-184498279	555
chr3-184498946-184499442	497
chr3-184513290-184514912	1623
chr3-184523724-184524293	570
chr3-184524934-184526321	1388
chr3-184541041-184541564	524
chr3-184543580-184544572	993
chr3-184546011-184546820	810
chr3-184556510-184557425	916
chr3-184560717-184564259	3543
chr3-184567073-184567498	426
chr3-184568063-184569889	1827
chr3-184579237-184579963	727
chr3-184582660-184584599	1940
chr3-184586687-184587456	770
chr3-184600958-184603114	2157
chr3-184603770-184605271	1502
chr3-184608011-184608677	667
chr3-184617311-184617964	654
chr3-184618841-184620004	1164
chr3-184620655-184620880	226
chr3-184635814-184636169	356
chr3-184636718-184639340	2623
chr3-184642640-184643064	425
chr3-184658543-184658994	452
chr3-184661034-184661173	140
chr3-184664341-184664715	375
chr3-184676607-184679353	2747
chr3-184687096-184688526	1431
chr3-184690493-184691891	1399
chr3-184697179-184697807	629
chr3-184710732-184713664	2933
chr3-184716575-184717223	649
chr3-184727407-184727899	493
chr3-184748074-184748884	811
chr3-184756109-184757761	1653
chr3-184765646-184766470	825
chr3-184768312-184768654	343
chr3-184777493-184778223	731
chr3-184785351-184787162	1812
chr3-184795468-184796409	942
chr3-184803009-184803773	765
chr3-184804848-184806037	1190
chr3-184808011-184808251	241
chr3-184811116-184813353	2238
chr3-184814185-184815932	1748
chr3-185059803-185060146	344
chr3-185152323-185153622	1300
chr3-185175386-185176004	619
chr3-185208113-185208395	283
chr3-185253639-185254571	933
chr3-185280511-185281174	664
chr3-185282158-185283717	1560
chr3-185298962-185300606	1645
chr3-185308054-185308520	467
chr3-185316878-185317583	706
chr3-185322126-185322487	362
chr3-185330114-185330788	675
chr3-185332058-185333021	964
chr3-185340793-185341067	275
chr3-185342689-185343280	592
chr3-185354061-185354593	533
chr3-185362771-185363974	1204
chr3-185456429-185456840	412
chr3-185498051-185499715	1665
chr3-185537188-185538000	813
chr3-185558771-185559734	964
chr3-185561175-185562355	1181
chr3-185575311-185575888	578
chr3-185582443-185583471	1029
chr3-185584975-185588234	3260
chr3-185593948-185594554	607
chr3-185595097-185596421	1325
chr3-185646814-185647337	524
chr3-185649277-185649728	452
chr3-185660001-185660810	810
chr3-185677259-185677378	120
chr3-185685478-185685901	424
chr3-185688666-185689296	631
chr3-185712839-185713177	339
chr3-185717171-185717514	344
chr3-185729083-185730042	960
chr3-185733948-185734349	402
chr3-185745279-185745716	438
chr3-185766831-185767039	209
chr3-185768452-185768934	483
chr3-185794625-185795084	460
chr3-185798259-185798446	188
chr3-185807210-185807838	629
chr3-185813768-185814009	242
chr3-185815377-185816176	800
chr3-185822289-185822489	201
chr3-185823129-185826493	3365
chr3-185910085-185940117	30033
chr3-185942845-185944262	1418
chr3-185959474-185960891	1418
chr3-185977331-185977861	531
chr3-185983440-185984079	640
chr3-186067375-186068023	649
chr3-186094205-186096490	2286
chr3-186097780-186098461	682
chr3-186105543-186105896	354
chr3-186107234-186111471	4238
chr3-186150853-186153670	2818
chr3-186162020-186162788	769
chr3-186185007-186185985	979
chr3-186193823-186193831	9
chr3-186208319-186208764	446
chr3-186209807-186210444	638
chr3-186235525-186235854	330
chr3-186241791-186242956	1166
chr3-186254510-186256442	1933
chr3-186259450-186260036	587
chr3-186339262-186339599	338
chr3-186342073-186342733	661
chr3-186360760-186363219	2460
chr3-186365056-186365694	639
chr3-186368214-186368509	296
chr3-186374289-186374877	589
chr3-186413808-186414526	719
chr3-186514722-186515630	909
chr3-186518882-186519872	991
chr3-186521316-186521905	590
chr3-186526147-186526694	548
chr3-186529083-186529532	450
chr3-186532534-186533232	699
chr3-186533777-186534985	1209
chr3-186540267-186541013	747
chr3-186566334-186568357	2024
chr3-186569459-186571984	2526
chr3-186589912-186590266	355
chr3-186614417-186615441	1025
chr3-186616740-186617721	982
chr3-186652950-186653737	788
chr3-186706146-186706547	402
chr3-186745882-186746509	628
chr3-186772030-186773654	1625
chr3-186782450-186791806	9357
chr3-186805724-186807749	2026
chr3-186815486-186815855	370
chr3-186821383-186821837	455
chr3-186824475-186828873	4399
chr3-186830000-186830172	173
chr3-186849279-186849861	583
chr3-186871250-186871748	499
chr3-186883723-186883985	263
chr3-186901110-186901746	637
chr3-186908676-186910068	1393
chr3-186915949-186916759	811
chr3-186929509-186934357	4849
chr3-186952857-186953532	676
chr3-186954322-186954682	361
chr3-186958934-186959436	503
chr3-186960256-186960800	545
chr3-186965169-186965623	455
chr3-186967573-186968012	440
chr3-186985452-186987352	1901
chr3-186991882-186993446	1565
chr3-186996274-186998109	1836
chr3-187000001-187001422	1422
chr3-187005810-187007377	1568
chr3-187011503-187013889	2387
chr3-187014488-187014683	196
chr3-187015692-187017726	2035
chr3-187019772-187022545	2774
chr3-187024099-187032416	8318
chr3-187038989-187039536	548
chr3-187040081-187042733	2653
chr3-187044092-187044740	649
chr3-187051073-187052426	1354
chr3-187063364-187067335	3972
chr3-187069018-187069070	53
chr3-187072124-187073031	908
chr3-187077068-187077415	348
chr3-187079232-187079474	243
chr3-187082899-187083323	425
chr3-187093386-187093589	204
chr3-187101337-187102438	1102
chr3-187113139-187113644	506
chr3-187125372-187125716	345
chr3-187129960-187131662	1703
chr3-187132932-187133652	721
chr3-187137038-187137318	281
chr3-187138345-187140206	1862
chr3-187150503-187151048	546
chr3-187164967-187165529	563
chr3-187188963-187189363	401
chr3-187318838-187319170	333
chr3-187319715-187320074	360
chr3-187367457-187369501	2045
chr3-187679670-187679963	294
chr3-187713382-187714857	1476
chr3-187718937-187719164	228
chr3-187736024-187748483	12460
chr3-187749240-187749364	125
chr3-187749893-187750931	1039
chr3-187769933-187770666	734
chr3-187773153-187774829	1677
chr3-187777011-187778138	1128
chr3-187789367-187789676	310
chr3-187798114-187800509	2396
chr3-187802222-187803360	1139
chr3-187811564-187812206	643
chr3-187822339-187822917	579
chr3-187828685-187829632	948
chr3-187849149-187849412	264
chr3-187850220-187851099	880
chr3-187889476-187890038	563
chr3-187901991-187902436	446
chr3-187914836-187915359	524
chr3-187916920-187917684	765
chr3-187918471-187920498	2028
chr3-187926644-187926962	319
chr3-187935494-187936459	966
chr3-187939007-187939323	317
chr3-187942920-187942946	27
chr3-187944641-187945305	665
chr3-187951543-187952462	920
chr3-187954533-187955917	1385
chr3-187958338-187959263	926
chr3-187963224-187964368	1145
chr3-187966117-187967390	1274
chr3-187968728-187969711	984
chr3-187974314-187976388	2075
chr3-187978395-187980178	1784
chr3-187986293-187987038	746
chr3-187987861-187988471	611
chr3-187993840-187994740	901
chr3-187999563-188001028	1466
chr3-188006663-188007138	476
chr3-188007757-188008371	615
chr3-188049693-188050562	870
chr3-188052237-188052647	411
chr3-188061040-188061721	682
chr3-188097622-188098295	674
chr3-188108752-188109387	636
chr3-188113798-188114118	321
chr3-188123042-188123760	719
chr3-188125034-188125508	475
chr3-188137072-188137621	550
chr3-188152581-188155433	2853
chr3-188164163-188164779	617
chr3-188170331-188170975	645
chr3-188178689-188178971	283
chr3-188185745-188187773	2029
chr3-188197345-188197795	451
chr3-188200454-188200912	459
chr3-188213778-188214921	1144
chr3-188239072-188239421	350
chr3-188242371-188242949	579
chr3-188270455-188270788	334
chr3-188294017-188294463	447
chr3-188296491-188297444	954
chr3-188298335-188299184	850
chr3-188309636-188310189	554
chr3-188316233-188316699	467
chr3-188322933-188323727	795
chr3-188330433-188330449	17
chr3-188339306-188340330	1025
chr3-188348353-188349320	968
chr3-188353499-188353800	302
chr3-188358703-188360115	1413
chr3-188361896-188362879	984
chr3-188384677-188386436	1760
chr3-188389224-188391474	2251
chr3-188394589-188394939	351
chr3-188397021-188397968	948
chr3-188400173-188401982	1810
chr3-188403444-188403845	402
chr3-188417143-188418238	1096
chr3-188421123-188422956	1834
chr3-188427400-188428186	787
chr3-188431215-188434614	3400
chr3-188438341-188440065	1725
chr3-188442375-188442982	608
chr3-188446016-188447256	1241
chr3-188489515-188490190	676
chr3-188507071-188507816	746
chr3-188526057-188526527	471
chr3-188553546-188554121	576
chr3-188558323-188558713	391
chr3-188568727-188569128	402
chr3-188573293-188573800	508
chr3-188578553-188578817	265
chr3-188581694-188582729	1036
chr3-188583759-188584566	808
chr3-188585296-188585692	397
chr3-188588857-188589597	741
chr3-188606718-188607142	425
chr3-188646567-188647226	660
chr3-188671966-188672502	537
chr3-188673472-188674137	666
chr3-188686263-188687956	1694
chr3-188688909-188689663	755
chr3-188701381-188702457	1077
chr3-188707305-188707789	485
chr3-188712104-188713293	1190
chr3-188749000-188749439	440
chr3-188752967-188753643	677
chr3-188780666-188781282	617
chr3-188782957-188783036	80
chr3-188788362-188789222	861
chr3-188795816-188796706	891
chr3-188819750-188820525	776
chr3-188821917-188822750	834
chr3-188830674-188831446	773
chr3-188834357-188834705	349
chr3-188841997-188843103	1107
chr3-188905370-188906213	844
chr3-188914606-188915287	682
chr3-188916491-188917794	1304
chr3-188940179-188941579	1401
chr3-188943529-188944213	685
chr3-188946594-188951379	4786
chr3-188954493-188955036	544
chr3-188956821-188957233	413
chr3-188974833-188975410	578
chr3-189039445-189039545	101
chr3-189041283-189042040	758
chr3-189049585-189050239	655
chr3-189121007-189121606	600
chr3-189132018-189133182	1165
chr3-189142514-189142918	405
chr3-189144476-189145097	622
chr3-189147945-189148461	517
chr3-189173043-189173104	62
chr3-189272917-189273018	102
chr3-189276842-189277288	447
chr3-189277870-189278104	235
chr3-189286215-189286564	350
chr3-189304601-189305216	616
chr3-189323804-189325452	1649
chr3-189330850-189331626	777
chr3-189334472-189334882	411
chr3-189355301-189356465	1165
chr3-189357037-189357310	274
chr3-189393511-189394081	571
chr3-189630929-189631229	301
chr3-189961545-189961885	341
chr3-190101386-190101863	478
chr3-190119704-190121201	1498
chr3-190217064-190217473	410
chr3-190231353-190232454	1102
chr3-190301530-190302171	642
chr3-190306427-190307213	787
chr3-190321926-190322767	842
chr3-190424402-190424848	447
chr3-190495808-190496201	394
chr3-190512855-190515642	2788
chr3-190517620-190518067	448
chr3-190528804-190528981	178
chr3-190532700-190533782	1083
chr3-190565990-190567125	1136
chr3-190585551-190587807	2257
chr3-190588594-190588931	338
chr3-190609171-190609574	404
chr3-190614212-190614919	708
chr3-190616457-190620134	3678
chr3-190620846-190622421	1576
chr3-190862581-190863131	551
chr3-191239681-191240115	435
chr3-191244251-191244661	411
chr3-191245731-191246861	1131
chr3-191253029-191253553	525
chr3-191258919-191259425	507
chr3-191263422-191263511	90
chr3-191269256-191269742	487
chr3-191290179-191291481	1303
chr3-191295895-191296500	606
chr3-191300707-191301480	774
chr3-191328603-191330615	2013
chr3-191331327-191331609	283
chr3-192838074-192838527	454
chr3-192851829-192852295	467
chr3-192892749-192894199	1451
chr3-192898696-192899670	975
chr3-192916343-192918574	2232
chr3-192919799-192920360	562
chr3-192930000-192930744	745
chr3-192957044-192958300	1257
chr3-193447164-193447354	191
chr3-193489941-193490342	402
chr3-193572446-193572745	300
chr3-193592517-193594238	1722
chr3-193605866-193606322	457
chr3-193640312-193640695	384
chr3-193693683-193694270	588
chr3-193702290-193702639	350
chr3-193716186-193716512	327
